country_name,year,election_date,iso2c,elec_id,elec_id_old,source,version_dataset,download_link,data_access,bibtex_key,do_file,folder_name,file_name,drop,drop2,swght,dwght,pwght,region,vote,part,part2,pid,pid2,pid3,pid4,pid5,pid6,pid7,pid8,pid9,pid10,pid11,pid12,pid13,pid_any,pid_any2,l_vote,l_part,stfdem,male,age,age2,lr_self,lr_A,lr_A2,lr_B,lr_B2,lr_C,lr_C2,lr_D,lr_E,lr_F,lr_G,lr_H,lr_H2,lr_I,lr_I2,lr_I3,lr_J,lr_K,lr_L,lr_M,lr_N,lr_O,lr_P,lr_Q,lr_R,lr_S,lr_T,lr_U,lr_V,lr_W,lr_Z,like_A,like_A2,like_B,like_B2,like_C,like_C2,like_D,like_E,like_F,like_G,like_H,like_I,like_J,like_K,like_L,like_M,like_N,like_O,like_Q,like_W,like_V,like_Z
Australia,1987,1987-07-11,AU,AU-1987-07,AU.1987,"Australian Election Study, 1987",1,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/PQFNYM,1,PQFNYM_2019,20201027_nes_recodes_new_countries.do,au1987,"2. Australian Election Study, 1987.dta",,,,,,,q5reps,,,q12,,,,,,,,,,,,,,,q8reps,,,q71,q74,,q15,q16libs,,q16labor,,q16nats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1990,1990-03-24,AU,AU-1990-03,AU.1990,"Australian Election Study, 1990",1,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/KPVA0F,1,KPVA0F_2019,20201027_nes_recodes_new_countries.do,au1990,"2. Australian Election Study, 1990.dta",,,,,,,b6reps,,,b1,,,,,,,,,,,,,,,b8reps,,,j1,j2,,b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1996,1996-03-02,AU,AU-1996-03,AU.1996,"Australian Election Study, 1996",1,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/NSDHWM,1,NSDHWM_2019,20201027_nes_recodes_new_countries.do,au1996,"2. Australian Election Study, 1996.dta",,,,,,,b9reps,,,b1,,,,,,,,,,,,,,,b14,,a12,j1,,,b8own,b8lib,,b8alp,,b8nat,,b8demo,b8green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1998,1998-10-03,AU,AU-1998-10,AU.1998,"Australian Election Study, 1998",2,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/FFBWUU,1,FFBWUU_2019,20201027_nes_recodes_new_countries.do,au1998,"2. Australian Election Study, 1998.dta",,,,,,,B11REPS,,,B1,,,,,,,,,,,,,,,B16,,B9,I1,I2,,B10OWN,B10LIB,,B10ALP,,B10NAT,,B10DEM,B10ONP,B10GRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2004,2004-10-09,AU,AU-2004-10,AU.2004,CSES 2,2015,https://cses.org/data-download/cses-module-2-2001-2006/,1,CSES2,20201027_cses_recodes.do,cses2,cses2.dta,B1004,,B1010_1,B1010_2,B1010_3,,B3006_1,B3004_1,,B3029_1,,,,,,,,,,,,,B3028,B3034,B3018_1,B3016,B3012,B2002,B2001,,B3045,B3038_A,,B3038_B,,B3038_C,,B3038_D,,B3038_F,B3038_G,,,,,,,,,,,,,,,,,,,,,B3037_A,,B3037_B,,B3037_C,,B3037_D,,B3037_F,B3037_G,,,,,,,,,,,,
Australia,2007,2007-11-24,AU,AU-2007-11,AU.2007,CSES 3,2015,https://cses.org/data-download/cses-module-3-2006-2011-2/,1,CSES3,20201027_cses_recodes.do,cses3,cses3.dta,C1004,,C1010_1,C1010_2,C1010_3,,C3023_LH_DC,C3021_1,,C3020_3,,,,,,,,,,,,,C3020_1,C3020_2,C3032_LH_DC,C3031,C3019,C2002,C2001,,C3013,C3011_A,,C3011_B,,C3011_C,,C3011_D,,,,,,,,,,,,,,,,,,,,,,,,C3009_A,,C3009_B,,C3009_C,,C3009_D,,,,,,,,,,,,,,,
Australia,2010,2010-08-21,AU,AU-2010-08,AU.2010,"Australian Election Study, 2010",2,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/CYJNSM,1,CYJNSM_2019,20201027_nes_recodes_new_countries.do,au2010,"2. Australian Election Study, 2010.dta",,,,,,,b9reps,,,b1,,,,,,,,,,,,,,,b14,,c7,h1,age,,b8own,b8lib,,b8alp,,b8nat,,b8grn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2013,2013-09-07,AU,AU-2013-09,AU.2013,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_DC,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_DC,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,,D3013_E,,,,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,,D3011_E,,,,,,,,,,,,,,
Australia,2016,2016-07-02,AU,AU-2016-07,,"Australian Election Study, 2016",2,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/7OZCZA,1,AU_2016,,au2016,"2. Australian Election Study, 2016.dta",,,,wt_enrol,,,B9_1,,,B1,,,,,,,,,,,,,,,B14,,C5,H1,H2,,B8_1,B8_2,,B8_3,,B8_4,,B8_5,,,,,,,,,,,,,,,,,,,,,,,,B18_1,,B18_2,,B18_3,,B18_4,,,,,,,,,,,,,,,
Australia,2019,2019-05-18,AU,AU-2019-05,,CSES 5,2020,https://cses.org/data-download/cses-module-5-2016-2021/,1,CSES5,20201027_cses_recodes.do,cses5,cses5.dta,E1004,,E1010_1,E1010_2,E1010_3,,E3013_LH_DC,E3012_LH,,E3024_3,,,,,,,,,,,,,E3024_1,E3024_2,E3015_LH_DC,E3014_LH,E3023,E2002,E2001_Y,,E3020,E3019_A,,E3019_B,,E3019_C,,E3019_D,,E3019_F,,,,,,,,,,,,,,,,,,,,,,E3017_A,,E3017_B,,E3017_C,,E3017_D,,E3017_F,,,,,,,,,,,,,
Austria,2013,2013-09-29,AT,AT-2013-09,AT.2013,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_PL,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_PL,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,D3013_D,D3013_E,D3013_F,D3013_G,,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,D3011_D,D3011_E,D3011_F,D3011_G,,,,,,,,,,,,
Austria,2017,2017-10-15,AT,AT-2017-10,AT.2017,AUTNES 2017,1,https://autnes.at/data-download/nationalratswahl-2017/,1,NES_AT_2017,20201027_nes_recodes.do,at2017,10002_da_en_v1_0.dta,,,,A5b,,,Q12LH_b,Q12LH_a,,Q22c,,,,,,,,,,,,,Q22a,Q22b,Q13b,Q13a,Q21,D02,age,,Q18,Q17a,,Q17b,,Q17c,,Q17d,Q17e,Q17f,,,,,,,,,,,,,,,,,,,,,,Q15a,,Q15b,,Q15c,,Q15d,Q15e,Q15f,,,,,,,,,,,,,
Belgium,1991,1991-11-24,BE,BE-1991-11,BE.1991,Belgium National Election Study 1991,1,https://soc.kuleuven.be/ceso/ispo/projects/copy_of_the-transformation-of-the-socio-economic-left-2013-right-cleavage,3,NES_BE_1991,20201027_nes_recodes.do,be1991,be1991.dta,,,,V_WEIGHT,,V0_8,V31,,,V78_11,,,,,,,,,,,,,V78,,V44,,,V2,V1_1,,V29,V29_1,,V29_2,,V29_3,,V29_4,V29_5,V29_6,V29_7,V29_8,,V29_9,,,V29_10,V29_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,1995,1995-05-21,BE,BE-1995-05,BE.1995,Belgium National Election Study 1995,1,https://soc.kuleuven.be/ceso/ispo/projects/copy_of_the-transformation-of-the-socio-economic-left-2013-right-cleavage,3,NES_BE_1995,20201027_nes_recodes.do,be1995,be1995.dta,,,,W_BELGR1,,Q0_8,Q42,Q41,,Q109_2,,,,,,,,,,,,,Q109_1,,Q59,,Q96,Q2,Q1_1,,Q40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,1999,1999-06-13,BE,BE-1999-06,BE.1999,Belgium National Election Study 1999,1,https://soc.kuleuven.be/ceso/ispo/projects/copy_of_the-transformation-of-the-socio-economic-left-2013-right-cleavage,3,NES_BE_1999,20201027_nes_recodes.do,be1999,p1693.dta,,,,LS_BELR,,R0_6,R35_1,,,,,,,,,,,,,,,,,,R43,,R78,R2,R1_1,,R31,R31_1,,R31_2,,R31_3,,R31_4,R31_5,R31_6,R31_9,R31_8,,R31_10,,,R31_7,,,,,,,,,,,,,,,RS6_1,,RS6_2,,RS6_3,,RS6_4,RS6_5,RS6_6,RS6_7,RS6_8,RS6_9,RS6_10,RS6_11,,,,,,,,
Belgium,2003,2003-05-18,BE,BE-2003-05,BE.2003,CSES 2,2015,https://cses.org/data-download/cses-module-2-2001-2006/,1,CSES2,20201027_cses_recodes.do,cses2,cses2.dta,B1004,,B1010_1,B1010_2,B1010_3,B2027,B3006_1,B3004_1,,B3029_1,,,,,,,,,,,,,B3028,B3034,B3018_1,B3016,B3012,B2002,B2001,,B3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3037_A,,B3037_B,,B3037_C,,B3037_D,B3037_E,B3037_F,B3037_G,B3037_H,B3037_I,,,,,,,,,,
Belgium,2007,2007-06-10,BE,BE-2007-06,BE.2007,2007 General Election Study Belgium,1,https://soc.kuleuven.be/ceso/ispo/projects/copy_of_the-transformation-of-the-socio-economic-left-2013-right-cleavage,3,NES_BE_2007,20201027_nes_recodes.do,be2007,BGES_2007_final_with_weights.dta,,,,w_age_bel,,language,q47,,,q82_2,,,,,,,,,,,,,q82,,q60,,q94,sex,age,,q144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q46_1,q46_8,q46_2,,q46_3,q46_5,q46_4,q46_6,q46_7,,,,,,,,,,,,,
Belgium,2019,2019-05-26,BE-VL,BE-VL-2019-05,,CSES 5,2021,https://cses.org/data-download/cses-module-5-2016-2021/,1,CSES5,,cses5,cses5.dta,E1004,,E1010_1,E1010_2,E1010_3,E1004,E3013_LH_PL,E3012_LH,,E3024_3,,,,,,,,,,,,,E3024_1,E3024_2,E3015_LH_PL,E3014_LH,E3023,E2002,E2001_Y,,E3020,E3019_A,,E3019_B,,E3019_C,,E3019_D,E3019_E,E3019_F,E3019_G,,,,,,,,,,,,,,,,,,,,,E3017_A,,E3017_B,,E3017_C,,E3017_D,E3017_E,E3017_F,E3017_G,,,,,,,,,,,,
Belgium,2019,2019-05-26,BE-WA,BE-WA-2019-05,,CSES 5,2021,https://cses.org/data-download/cses-module-5-2016-2021/,1,CSES5,,cses5,cses5.dta,E1004,,E1010_1,E1010_2,E1010_3,E1004,E3013_LH_PL,E3012_LH,,E3024_3,,,,,,,,,,,,,E3024_1,E3024_2,E3015_LH_PL,E3014_LH,E3023,E2002,E2001_Y,,E3020,E3019_A,,E3019_B,,E3019_C,,E3019_D,E3019_E,E3019_F,E3019_G,,,,,,,,,,,,,,,,,,,,,E3017_A,,E3017_B,,E3017_C,,E3017_D,E3017_E,E3017_F,E3017_G,,,,,,,,,,,,
Bulgaria,2001,2001-06-18,BG,BG-2001-06,BG.2001,CSES 2,2015,https://cses.org/data-download/cses-module-2-2001-2006/,1,CSES2,20201027_cses_recodes.do,cses2,cses2.dta,B1004,,B1010_1,B1010_2,B1010_3,,B3006_1,B3004_1,,B3029_1,B3035,,,,,,,,,,,,B3028,B3034,B3018_1,B3016,B3012,B2002,B2001,,B3045,B3038_A,,B3038_B,,B3038_C,,B3038_D,B3038_E,B3038_F,B3038_G,,,,,,,,,,,,,,,,,,,,,B3037_A,,B3037_B,,B3037_C,,B3037_D,B3037_E,B3037_F,B3037_G,,,,,,,,,,,,
Bulgaria,2014,2014-10-05,BG,BG-2014-10,BG.2014,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_PL,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_PL,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,D3013_D,D3013_E,D3013_F,D3013_G,D3013_H,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,D3011_D,D3011_E,D3011_F,D3011_G,D3011_H,,,,,,,,,,,
Canada,1974,1974-07-08,CA,CA-1974-07,CA.1974,"Canadian Election Study, 1974",1,https://www.icpsr.umich.edu/web/ICPSR/studies/7379,1,Clarke1992,20201027_nes_recodes_new_countries.do,ca1974,CES-E-1974_F1.dta,,,,,,,V162,V161,,V131,,,,,,,,,,,,,,,V175,V174,,V480,V478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1984,1984-09-04,CA,CA-1984-09,CA.1984,"Canadian Election Study, 1984",1,https://www.icpsr.umich.edu/web/ICPSR/studies/8544,1,Lambert1992,20201027_nes_recodes_new_countries.do,ca1984,CES-E-1984_F1.dta,,,,,,,var125,var124,,var081,,,,,,,,,,,,,,,var157,var156,,var456,var437,,var507,var509,,var510,,var511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1988,1988-11-21,CA,CA-1988-11,CA.1988,"Canadian Election Study, 1988",1,https://www.icpsr.umich.edu/web/ICPSR/studies/8544,1,Johnston1992,20201027_nes_recodes_new_countries.do,ca1988,CES-E-1988_F1.dta,inpost,,,,,,xb2,xb1,,i1,,,,,,,,,,,,,,,b7,b6,,rsex,n1,,h5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,1997,1997-06-02,CA,CA-1997-06,CA.1997,"Canadian Election Study, 1997",3,https://www.icpsr.umich.edu/web/ICPSR/studies/2593,1,Blais2000,20201027_nes_recodes_new_countries.do,ca1997,CES-E-1997_F1.dta,rtype2,,,,,,pesa4,pesa2a,,pesh1,pesh6,,,,,,,,,,,,,,cpsk6,cpsk5,cpsb9,cpsrgen,cpsage,,mbsi16a,mbsi16b,,mbsi16c,,mbsi16d,,mbsi16e,mbsi16f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2008,2008-10-14,CA,CA-2008-10,CA.2008,CSES 3,2015,https://cses.org/data-download/cses-module-3-2006-2011-2/,1,CSES3,20201027_cses_recodes.do,cses3,cses3.dta,C1004,,C1010_1,C1010_2,C1010_3,,C3023_LH_DC,C3021_1,,C3020_3,,,,,,,,,,,,,C3020_1,C3020_2,C3032_LH_DC,C3031,C3019,C2002,C2001,,C3013,C3011_A,,C3011_B,,C3011_C,,C3011_D,C3011_E,,,,,,,,,,,,,,,,,,,,,,,C3009_A,,C3009_B,,C3009_C,,C3009_D,C3009_E,,,,,,,,,,,,,,
Canada,2011,2011-05-02,CA,CA-2011-05,CA.2011,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_DC,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_DC,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,D3013_D,D3013_E,,,,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,D3011_D,D3011_E,,,,,,,,,,,,,,
Canada,2015,2015-10-19,CA,CA-2015-10,CA.2015,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_DC,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_DC,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,D3013_D,D3013_E,,,,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,D3011_D,D3011_E,,,,,,,,,,,,,,
Canada,2019,2019-10-21,CA,CA-2019-10,CA.2019,CES 2019,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8RHLG1,1,8RHLG1_2020,20210120_nes_recodes_new_data.do,ca2019,2019 Canadian Election Study - Phone Survey v1.0.dta,,,,,,,p3,p2,,p47,,,,,,,,,,,,,p45,,q60,q59,,q3,age,,p42,p36,,p37,,p38,,p39,p40,p41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2002,2002-06-14,CZ,CZ-2002-06,CZ.2002,CSES 2,2015,https://cses.org/data-download/cses-module-2-2001-2006/,1,CSES2,20201027_cses_recodes.do,cses2,cses2.dta,B1004,,B1010_1,B1010_2,B1010_3,,B3006_1,B3004_1,,B3029_1,B3035,,,,,,,,,,,,B3028,B3034,B3018_1,B3016,B3012,B2002,B2001,,B3045,B3038_A,,B3038_B,,B3038_C,,B3038_D,B3038_E,,,,,,,,,,,,,,,,,,,,,,,B3037_A,,B3037_B,,B3037_C,,B3037_D,B3037_E,,,,,,,,,,,,,,
Czech Republic,2006,2006-06-03,CZ,CZ-2006-06,CZ.2006,CSES 3,2015,https://cses.org/data-download/cses-module-3-2006-2011-2/,1,CSES3,20201027_cses_recodes.do,cses3,cses3.dta,C1004,,C1010_1,C1010_2,C1010_3,,C3023_LH_PL,C3021_1,,C3020_3,,,,,,,,,,,,,C3020_1,C3020_2,C3032_LH_PL,C3031,C3019,C2002,C2001,,C3013,C3011_A,,C3011_B,,C3011_C,,C3011_D,C3011_E,,,,,,,,,,,,,,,,,,,,,,,C3009_A,,C3009_B,,C3009_C,,C3009_D,C3009_E,,,,,,,,,,,,,,
Czech Republic,2010,2010-05-29,CZ,CZ-2010-05,CZ.2010,CSES 3,2015,https://cses.org/data-download/cses-module-3-2006-2011-2/,1,CSES3,20201027_cses_recodes.do,cses3,cses3.dta,C1004,,C1010_1,C1010_2,C1010_3,,C3023_LH_PL,C3021_1,,C3020_3,,,,,,,,,,,,,C3020_1,C3020_2,C3032_LH_PL,C3031,C3019,C2002,C2001,,C3013,C3011_A,,C3011_B,,C3011_C,,C3011_D,C3011_E,,C3011_G,C3011_H,,,,,,,,,,,,,,,,,,,,C3009_A,,C3009_B,,C3009_C,,C3009_D,C3009_E,,C3009_G,C3009_H,,,,,,,,,,,
Czech Republic,2013,2013-10-26,CZ,CZ-2013-10,CZ.2013,CSES 4,2018,https://cses.org/data-download/module-4-2011-2016/,1,CSES4,20201027_cses_recodes.do,cses4,cses4.dta,D1004,,D1010_1,D1010_2,D1010_3,,D3006_LH_PL,D3005_LH,,D3018_3,,,,,,,,,,,,,D3018_1,D3018_2,D3008_LH_PL,D3007_LH,D3017,D2002,D2001_Y,,D3014,D3013_A,,D3013_B,,D3013_C,,D3013_D,D3013_E,D3013_F,D3013_G,,,,,,,,,,,,,,,,,,,,,D3011_A,,D3011_B,,D3011_C,,D3011_D,D3011_E,D3011_F,D3011_G,,,,,,,,,,,,
Denmark,1973,1973-12-04,DK,DK-1973-12,DK.1973,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida ,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,,symp17,,symp22,symp26
Denmark,1975,1975-01-09,DK,DK-1975-01,DK.1975,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,age75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,,symp17,,symp22,symp26
Denmark,1977,1977-02-15,DK,DK-1977-02,DK.1977,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,age77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,,symp17,,symp22,symp26
Denmark,1979,1979-10-23,DK,DK-1979-10,DK.1979,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,age,ageca,lrsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,,symp17,,symp22,symp26
Denmark,1981,1981-12-08,DK,DK-1981-12,DK.1981,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,,,,,,,,,,,,,,,,rvote,,isdemo,sex,ageca,,lrsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1984,1984-01-10,DK,DK-1984-01,DK.1984,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,,,,,,,,,,,,,,,rvote,,isdemo,sex,age,ageca,lrsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1987,1987-09-08,DK,DK-1987-09,DK.1987,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,rvote,,weight,,,vote,,,,,,,,,,,,,,,,,,rvote,,isdemo,sex,age,ageca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1988,1988-05-10,DK,DK-1988-05,DK.1988,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,rvote,,weight,,,vote,,,,,,,,,,,,,,,,,,rvote,,isdemo,sex,ageca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1990,1990-12-12,DK,DK-1990-12,DK.1990,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,ageca,,lrsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1994,1994-09-21,DK,DK-1994-09,DK.1994,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,age,ageca,lrsp,lrp1,,lrp2,,lrp3,,lrp4,,lrp6,,,,,,,,,,,,,,lrp17,,,,,lrp22,,lrp26,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,,symp17,,symp22,symp26
Denmark,1998,1998-03-11,DK,DK-1998-03,DK.1998,The European Voter Database,1,https://search.gesis.org/research_data/ZA3911,3,EVP_1973-1998,20201027_nes_recodes.do,dk_long_tev,ZA3911_dk_1971-1998.dta,year,,,weight,,,vote,,,pida,pidb,,,,,,,,,,,,,,rvote,,isdemo,sex,age,ageca,lrsp,lrp1,,lrp2,,lrp3,,lrp4,,lrp6,,,,,,,,,,,,lrp15,,lrp17,,,,,lrp22,,lrp26,symp1,,symp2,,symp3,,symp4,,symp6,,,,,,,,,symp15,symp17,,symp22,symp26
Denmark,2001,2001-11-20,DK,DK-2001-11,DK.2001,CSES 2,1,https://cses.org/data-download/cses-module-2-2001-2006/,1,CSES2,20201027_cses_recodes.do,cses2,cses2.dta,B1004,,B1010_1,B1010_2,B1010_3,,B3006_1,B3004_1,,B3029_1,B3035,,,,,,,,,,,,B3028,B3034,B3018_1,B3016,B3012,B2002,B2001,,B3045,B3038_A,,B3038_B,,B3038_C,,B3038_D,B3038_E,B3038_F,B3038_G,B3038_H,,,,,,,,,,,,,,,,,,,,B3037_A,,B3037_B,,B3037_C,,B3037_D,B3037_E,B3037_F,B3037_G,B3037_H,,,,,,,,,,,
Denmark,2005,2005-02-08,DK,DK-2005-02,DK.2005,Danish Election Study 2005,1,http://dda.dk/catalogue/18184?lang=en,3,NES_DK_2005,20201027_nes_recodes.do,dk2005,Electionstudy-2005_F1.dta,,,,v356,,,v37,,,v117,,,,,,,,,,,,,v116,,v20,,v248,v312,v357,,v252,v253,,v254,,v255,,,v256,,,v257,,v258,,,v259,,,,,,,,,,,,,,,v69,,v70,,v71,,v72,v73,v74,v75,v76,v77,v78,,,,,,,,,
Denmark,2007,2007-11-13,DK,DK-2007-11,DK.2007,CSES 3,1,https://cses.org/data-download/cses-module-3-2006-2011-2/,1,CSES3,20201027_cses_recodes.do,cses3,cses3.dta,C1004,,C1010_1,C1010_2,C1010_3,,C3023_LH_PL,C3021_1,,C3020_3,,,,,,,,,,,,,C3020_1,C3020_2,C3032_LH_PL,C3031,C3019,C2002,C2001,,C3013,C3011_A,,C3011_B,,C3011_C,,C3011_D,C3011_E,C3011_F,C3011_G,C3011_H,,C3011_I,,,,,,,,,,,,,,,,,,C3009_A,,C3009_B,,C3009_C,,C3009_D,C3009_E,C3009_F,C3009_G,C3009_H,C3009_I,,,,,,,,,,
Denmark,2011,2011-09-15,DK,DK-2011-09,DK.2011,Danish Election Study 2011,1,http://dda.dk/catalogue/27067,3,NES_DK_2011,20201027_nes_recodes.do,dk2011,ElectionStudy-2011_F1.dta,,,sampling,weight_3,,,v54,,,v85,,,,,,,,,,,,,v84,,v67,,,v5,v6,,v227,v228,,v229,,v230,,v231,v232,v233,v234,v235,,,,,,,,,,,,,,,,,,,,v68,,v69,,v70,,v71,v72,v73,v74,v75,,,,,,,,,,,
Denmark,2015,2015-06-18,DK,DK-2015-06,DK.2015,Danish National Election Study 2015,1,http://dda.dk/catalogue/31083,3,NES_DK_2015,20201027_nes_recodes.do,dk2015,data31083.dta,V380,,,V389,,,V51,,,V88,,,,,,,,,,,,,V87,,V66,,,V5,V6,,V240,V241,,V242,,V243,,V244,V245,V246,V247,V248,,V249,,,,,,,,,,,,,,,,,,V67,,V68,,V69,,V70,V71,V72,V73,V74,V75,,,,,,,,,,
